"Key","Item_Type","Publication_Year","Author","Title","Publication_Title","ISBN","ISSN","DOI","Url","Abstract_Note","Date","Date_Added","Date_Modified","Access_Date","Pages","Num_Pages","Issue","Volume","Number_Of_Volumes","Journal_Abbreviation","Short_Title","Series","Series_Number","Series_Text","Series_Title","Publisher","Place","Language","Rights","Type","Archive","Archive_Location","Library_Catalog","Call_Number","Extra","Notes","File_Attachments","Link_Attachments","Manual_Tags","Automatic_Tags","Editor","Series_Editor","Translator","Contributor","Attorney_Agent","Book_Author","Cast_Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed_Author","Scriptwriter","Words_By","Guest","Number","Edition","Running_Time","Scale","Medium","Artwork_Size","Filing_Date","Application_Number","Assignee","Issuing_Authority","Country","Meeting_Name","Conference_Name","Court","References","Reporter","Legal_Status","Priority_Numbers","Programming_Language","Version","System","Code","Code_Number","Section","Session","Committee","History","Legislative_Body"
"58E4CSRP","journalArticle","2016","Bosi, Ayse Tulay Bagci; Eriksen, Kamilla Gehrt; Sobko, Tanja; Wijnhoven, Trudy MA; Breda, João","Breastfeeding practices and policies in WHO European Region Member States","Public Health Nutrition","","1368-9800, 1475-2727","10.1017/S1368980015001767","https://www.cambridge.org/core/journals/public-health-nutrition/article/breastfeeding-practices-and-policies-in-who-european-region-member-states/FC3DAF2FEB69811AF1ED0CBE49803466","Objective                To provide an update on current practices and policy development status concerning breastfeeding in the WHO European Region.                                          Design                National surveys and studies conducted by national health institutions were prioritized. Sub-national data were included where no national data or studies existed. Information on national breastfeeding policies was collected mainly from the WHO Seventh Meeting of Baby-Friendly Hospital Initiative Coordinators and European Union projects. Owing to the different data sources and methods, any comparisons between countries must be made with caution.                                          Setting                WHO European Member States.                                          Results                Data from fifty-three WHO European Member States were investigated; however, a large proportion had not reported any data. Rates of early initiation of breastfeeding, exclusive breastfeeding and continued breastfeeding to 1 year all varied considerably within the WHO European Region. Exclusive breastfeeding rates declined considerably after 4 months, and were low in infants under 6 months and at 6 months of age. The majority of the countries with existing data reported having a national infant and young child feeding policy and the establishment of a national committee on breastfeeding or infant and young child feeding. The majority of the countries with existing data reported having baby-friendly hospitals, although the proportion of baby-friendly hospitals to the total number of national hospitals with maternity units was low in most countries.                                          Conclusions                Breastfeeding practices within the WHO European Region, especially exclusive breastfeeding rates, are far from complying with the WHO recommendations. There are marked differences between countries in breastfeeding practices, infant and young child feeding policy adoption and proportion of baby-friendly hospitals.","2016-03","2021-06-30 14:06:23","2021-06-30 14:06:40","2021-06-30 14:06:23","753-764","","4","19","","","","","","","","","","en","","","","","Cambridge University Press","","DHS2012","","C:\Users\Ilias\Zotero\storage\EYX6VS9U\FC3DAF2FEB69811AF1ED0CBE49803466.html; C:\Users\Ilias\Zotero\storage\YERRJ494\Bosi et al. - 2016 - Breastfeeding practices and policies in WHO Europe.pdf","","","Baby-friendly hospitals; Breastfeeding; Policy; WHO European Member States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CVNNLSQ","journalArticle","2015","Habibov, Nazim","On Individual, Household, and Community Factors Explaining Enrollment to Early Childhood Education and Care in Post-Soviet Transitional Countries","Child Indicators Research","","1874-8988","10.1007/s12187-014-9277-z","https://doi.org/10.1007/s12187-014-9277-z","The objective of this paper is to assess the factors affecting access to early childhood education and care in post-soviet countries. We focus on enrollment in Belarus, Georgia, Kazakhstan, Kyrgyzstan, Tajikistan, Ukraine, and Uzbekistan during the late period of transition from communism to a market economy using the data from nationally-representative Multiple Indicator Cluster Surveys conducted by the United Nations Children’s Fund (UNICEF). Multilevel regression models are used to account for individual, household, and community factors explaining enrollment. Having mother with lower educational attainments, living in non-capital cities and in poorer households are associated with lower propensity of enrollment at individual and households levels. At the community level, children living in poorer communities and in communities with lower level of women education have lower propensity of enrollment. The policy measures aimed at increasing access on individual, household, and community are described and discussed.","2015-12-01","2021-06-30 14:04:34","2021-06-30 14:04:45","2021-06-30 14:04:34","825-843","","4","8","","Child Ind Res","","","","","","","","en","","","","","Springer Link","","MICS2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NK4L73QV","journalArticle","2011","Sorenson, Susan B.; Morssink, Christiaan; Campos, Paola Abril","Safe access to safe water in low income countries: Water fetching in current times","Social Science & Medicine","","0277-9536","10.1016/j.socscimed.2011.03.010","https://www.sciencedirect.com/science/article/pii/S0277953611001572","A substantial portion of the world’s population does not have ready access to safe water. Moreover, obtaining water may involve great expense of time and energy for those who have no water sources in or near home. From an historical perspective, with the invention of piped water, fetching water has only recently become largely irrelevant in many locales. In addition, in most instances, wells and clean surface water were so close by that fetching was not considered a problem. However, population growth, weather fluctuations and social upheavals have made the daily chore of carrying water highly problematic and a public health problem of great magnitude for many, especially women, in the poor regions and classes of the world. In this paper, we consider gender differences in water carrying and summarize data about water access and carrying from 44 countries that participated in the Multiple Indicator Cluster Survey (MICS) program. Women and children are the most common water carriers, and they spend considerable time (many trips take more than an hour) supplying water to their households. Time is but one measure of the cost of fetching water; caloric expenditures, particularly during droughts, and other measures that affect health and quality of life must be considered. The full costs of fetching water must be considered when measuring progress toward two Millennium Development Goals – increasing access to safe drinking water and seeking an end to poverty.","2011-05-01","2021-06-30 14:01:41","2021-06-30 14:02:00","2021-06-30 14:01:41","1522-1526","","9","72","","Social Science & Medicine","Safe access to safe water in low income countries","","","","","","","en","","","","","ScienceDirect","","MICS2005","","C:\Users\Ilias\Zotero\storage\N3NXNC34\S0277953611001572.html; C:\Users\Ilias\Zotero\storage\D5K79GS2\Sorenson et al. - 2011 - Safe access to safe water in low income countries.pdf","","","Gender; Economic development; Low-income countries; Public health; Sex differences; Water; Water carrying; Women’s health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSHM49B9","journalArticle","2014","Lansford, Jennifer E.; Deater-Deckard, Kirby; Bornstein, Marc H.; Putnick, Diane L.; Bradley, Robert H.","Attitudes Justifying Domestic Violence Predict Endorsement of Corporal Punishment and Physical and Psychological Aggression towards Children: A Study in 25 Low- and Middle-Income Countries","The Journal of Pediatrics","","0022-3476","10.1016/j.jpeds.2013.11.060","https://www.sciencedirect.com/science/article/pii/S0022347613014959","Objective The Convention on the Rights of the Child has prompted countries to protect children from abuse and exploitation. Exposure to domestic violence and corporal punishment are risk factors in children's development. This study investigated how women's attitudes about domestic violence are related to attitudes about corporal punishment and harsh behaviors toward children, and whether country-wide norms regarding domestic violence and corporal punishment are related to psychological aggression and physical violence toward children. Study design Data were drawn from the Multiple Indicator Cluster Survey, a nationally representative and internationally comparable household survey developed by the United Nations Children's Fund. Measures of domestic violence and discipline were completed by 85 999 female caregivers of children between the ages of 2 and 14 years from families in 25 low- and middle-income countries. Results Mothers who believed that husbands were justified in hitting their wives were more likely to believe that corporal punishment is necessary to rear children. Mothers who believed that husbands were justified in hitting their wives and that corporal punishment is necessary to rear children were more likely to report that their child had experienced psychological aggression and physical violence. Countrywide norms regarding the acceptability of husbands hitting wives and advisability of corporal punishment moderated the links between mothers' attitudes and their behaviors toward children. Conclusions Pediatricians can address parents' psychological aggression and physical violence toward children by discussing parents' attitudes and behaviors within a framework that incorporates social norms regarding the acceptability of domestic violence and corporal punishment.","2014-05-01","2021-06-30 13:54:01","2021-06-30 13:54:22","2021-06-30 13:54:01","1208-1213","","5","164","","The Journal of Pediatrics","Attitudes Justifying Domestic Violence Predict Endorsement of Corporal Punishment and Physical and Psychological Aggression towards Children","","","","","","","en","","","","","ScienceDirect","","MICS2005","","C:\Users\Ilias\Zotero\storage\3G8BMX67\S0022347613014959.html; C:\Users\Ilias\Zotero\storage\44I285RG\Lansford et al. - 2014 - Attitudes Justifying Domestic Violence Predict End.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DM3K6R7","journalArticle","2014","Habibov, Nazim; Coyle, James","Effect of Early Child Care and Education Attendance Hours on Parent–Child Interaction in Central Asia: Evaluation of Multiple Indicator Cluster Surveys","Child & Youth Services","","0145-935X","10.1080/0145935X.2014.924347","https://doi.org/10.1080/0145935X.2014.924347","Parent–child interaction is important for early childhood development and best practice in early child care and education (ECCE) promotes effective parent–child interaction. However, research about ECCE impact on parent–child interaction is inconclusive. This study analyzed data from Multiple Indicator Cluster Surveys (MICS) to examine the effect of ECCE attendance on parent–child interactions in Central Asia, using a 2SLS regression analysis to explicitly model selection bias and isolate the causal effect of ECCE on the quality of parent–child interactions.The study found that increased hours of ECCE led to increased parent–child interaction in every country under investigation. This demonstrates that even underfunded ECCE programs in Central Asia can have significant positive effect, and has broader implications for all ECCE programs.","2014-04-03","2021-06-30 13:52:09","2021-06-30 13:52:30","2021-06-30 13:52:09","169-191","","2","35","","","Effect of Early Child Care and Education Attendance Hours on Parent–Child Interaction in Central Asia","","","","","","","","","","","","Taylor and Francis+NEJM","","MICS2005","","C:\Users\Ilias\Zotero\storage\PIQA777L\0145935X.2014.html","","","Central Asia; childcare; comparative social policy; public services; social services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTVY883F","journalArticle","2020","Zainiddinov, Hakim; Habibov, Nazim","Factors shaping mother-child interaction in post-Soviet countries of Eastern Europe and Central Asia","Early Child Development and Care","","0300-4430","10.1080/03004430.2019.1572133","https://www.tandfonline.com/doi/10.1080/03004430.2019.1572133","Previous research has demonstrated a positive and long-running effect of mother-child interaction on numerous areas of child development. Yet, most of what is currently known derives from research on children in Western countries. Employing data from recent Multiple Indicator Cluster Surveys (MICS) on women (ages 15–49), this study examined factors shaping mother-child interaction across the post-Soviet countries of Belarus (N = 3,413), Georgia (N = 2,004), Kazakhstan (N = 5,084), Kyrgyzstan (N = 4,272), Moldova (N = 1,744), Tajikistan (N = 4,204), Turkmenistan (N = 2,064), and Uzbekistan (N = 4,939). The average number of mother-child interactions was highest in Georgia and lowest in Kyrgyzstan. Mother-child interaction was significantly lower for younger children, older mothers, and poorer households. Initiation of mass-communication campaigns and parent-child programmes could reduce differences in the number of interactions and improve the quality of maternal time dedicated to children.","2020-10-25","2021-06-30 13:50:45","2021-06-30 13:51:06","2021-06-30 13:50:45","2321-2332","","14","190","","null","","","","","","","","","","","","","tandfonline.com (Atypon)","","MICS2014","","C:\Users\Ilias\Zotero\storage\7NGWBYIR\03004430.2019.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCF7D5VZ","report","2016","Tausch, Arno","The Civic Culture of the Arab World: A Comparative Analysis Based on World Values Survey Data","","","","","https://papers.ssrn.com/abstract=2827232","This study attempts to estimate the development of civil society in the Arab World by using comparative opinion survey data based on the author’s evaluation of the World Values Survey. Certain basic assumptions of current Middle East studies are evaluated, which are also reflected in the Obama administration’s Presidential Research Directive 11. While the directive emphasizes the compatibility of “moderate Islamism” and “democracy,” the current study finds that “democracy and the market economy” are not shared to the same extent by Arab publics. This study also tests the validity of these assertions with a UNDP type of Index of Civil Society based on WVS data and with various factor analytical investigations into the drivers and bottlenecks of the democracy movement and the support for the market economy.","2016-08-21","2021-07-06 16:53:18","2021-07-06 16:53:31","2021-07-06 16:53:18","","","","","","","The Civic Culture of the Arab World","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","WVS2011","","C:\Users\Ilias\Zotero\storage\6B6N8LUE\papers.html","","","Middle East; Relation of Economic to Social Values","","","","","","","","","","","","","","","","","","","ID 2827232","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7LM3HZW","journalArticle","2016","Kseniya, Kizilova; W, Haerpfer Christian","Social capital as the factor of societal transformations in post-communist societies","Austrian Journal of Humanities and Social Sciences","","2310-5593","","https://cyberleninka.ru/article/n/social-capital-as-the-factor-of-societal-transformations-in-post-communist-societies","Paper deals with the analysis of the impact of social capital on the democratic transition in countries of post-Soviet Eurasia. Social capital is considered as a multidimensional concept with generalized trust, interpersonal trust, confidence in social and political institutions, organizational membership and social norms considered as its main components. The data used for the analysis comprises from the World Values Survey wave 6 (2010-2014), with Armenia, Azerbaijan, Belarus, Georgia, Moldova, Kazakhstan, Kyrgyzstan, Russia, Ukraine and Uzbekistan being included into the analysis. Multivariate analysis is used to define the domains of life and spheres of public life which are affected by social capital.","2016","2021-07-06 16:52:40","2021-07-06 16:52:56","2021-07-06 16:52:40","22-25","","7-8","","","","","","","","","","","","","","","","cyberleninka.ru","","WVS2011","","C:\Users\Ilias\Zotero\storage\DZG2ML2X\social-capital-as-the-factor-of-societal-transformations-in-post-communist-societies.html; C:\Users\Ilias\Zotero\storage\XQBTZMXQ\Kseniya and W - 2016 - Social capital as the factor of societal transform.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQDV5E3Y","report","2020","Chelladurai, Joe","Family, Friends, Work, and Religion: Latent Profile Analysis of Six Countries from the World Values Survey","","","","","https://osf.io/xmgzu/","Latent profile analysis provides a nuanced view of groups within a broader homogeneous population. This allows the possibility of identifying sub-groups in the sample beyond an average score. In this article, I report results from latent profile analysis based on the importance placed on family, friends, work, and religion of participants from six countries using the World Values Survey dataset. I also report descriptive means from 60 countries.","2020-04-28","2021-07-06 16:51:48","2021-07-06 16:52:10","2021-07-06 16:51:48","","","","","","","Family, Friends, Work, and Religion","","","","","OSF Preprints","","","","","","","OSF Preprints","","WVS2011","","C:\Users\Ilias\Zotero\storage\IYD66RH3\Chelladurai - 2020 - Family, Friends, Work, and Religion Latent Profil.pdf","","","Social and Behavioral Sciences; Social Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AJ7B727","journalArticle","2019","Anderson, John Edwin","Real estate ownership and life satisfaction in transition countries","Journal of European Real Estate Research","","1753-9269","10.1108/JERER-01-2019-0001","https://doi.org/10.1108/JERER-01-2019-0001","Purpose The purpose of this study is to test the hypothesis that real estate ownership contributes to life satisfaction in transition countries. Design/methodology/approach Life in Transition survey data are used to model reported life satisfaction using ordinary least squares, ordered probit, generalized ordered logit and bivariate probit models. The hypothesis tested is whether real estate ownership is associated with greater reported life satisfaction. Findings Empirical results from the variety of empirical models estimated strongly support the hypothesis that real estate ownership is associated with greater reported life satisfaction in transition countries. Research limitations/implications Analysis is limited because life satisfaction is self-reported and specifically for residents of transition countries. Practical implications Results confirm that ownership of a home, second home or land parcel is associated with greater life satisfaction. Social implications Real estate ownership can be an effective means to improve life satisfaction, especially in societies needing such improvements. Originality/value This is the first study of the link between real estate ownership and life satisfaction specifically in transition countries, and using a robust set of empirical models to address issues of ordinal dependent variables, varying coefficient estimates across dependent variable response categories, endogeneity and causality.","2019-01-01","2021-07-06 11:47:35","2021-07-06 11:47:55","2021-07-06 11:47:35","345-364","","3","12","","","","","","","","","","","","","","","Emerald Insight","","LiT2016","","C:\Users\Ilias\Zotero\storage\KIB2LS3C\html.html","","","Home ownership; Land ownership; Life satisfaction; Second home ownership; Transition countries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6VXKCZA","journalArticle","","Denisova, Irina; Eller, Markus; Zhuravskaya, Ekaterina","Labor Market Flows in Transition","","","","","","Based on the Life in Transition Survey (LiTS) conducted by the EBRD and the World Bank, we examine labor market transformation during transition from planned to market economies in 29 countries in postcommunist Europe and Central Asia. The results indicate that the transition shock of the early 90s had a substantial eﬀect on employment and labor market trajectories at the microeconomic level. The main results can be summarized as follows. Labor market participation decreases sharply in most countries and recovers only by 2001 onwards. The self-employment sector grows gradually as transition progresses. There is a large substitution of state for private sector employment throughout the transition. State sector employment is hit much stronger by the transition shock and private sector employment is the preferred option when people return to work for wages after a period of nonemployment or enter work force after completing their education. High-skill employment is more shock-resistant than low- or medium-skill employment; there is no evidence of an upward or downward occupational mobility. With regard to both timing and intensity of the transition shock, labor markets have been aﬀected diﬀerentially in diﬀerent regions. Even though cross-country heterogeneity of the labor market transitions is very large, some typology is observed.","","2021-07-06 11:47:14","2021-07-06 11:47:23","","210","","","","","","","","","","","","","en","","","","","Zotero","","LiT2006","","C:\Users\Ilias\Zotero\storage\WV354PNX\Denisova et al. - Labor Market Flows in Transition.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35AXUEVC","report","2012","Diagne, Mame Fatou; Ringold, Dena; Zaidi, Salman","Governance and Public Service Delivery in Europe and Central Asia: Unofficial Payments, Utilization and Satisfaction","","","","","https://papers.ssrn.com/abstract=2020866","Using data from the 2010 Life in Transition Survey, this paper examines the levels of citizens'satisfaction with public service delivery in Europe and Central Asia and identifies some factors that may help explain variation in utilization and levels of satisfaction with service delivery. It finds satisfaction with public service delivery in Europe and Central Asia to be relatively high, and, despite the adverse economic and social impact of the recent global economic crisis, to have risen since 2006 in most countries in the region. However, the level of satisfaction with public service delivery in Eastern European and Central Asian countries in 2010 remains lower than in Western European comparator countries. Although the Life in Transition Survey does not provide specific objective measures of service delivery quality and efficiency, the data provide three important clues that may help explain why satisfaction is lower in transition countries than in western comparators: (i) relatively higher utilization of public services in Eastern European and Central Asian countries, (ii) relatively higher reported prevalence of unofficial payments, and (iii) relatively underdeveloped mechanisms for grievance redress.","2012-03-01","2021-07-06 11:46:03","2021-07-06 11:46:23","2021-07-06 11:46:03","","","","","","","Governance and Public Service Delivery in Europe and Central Asia","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","LiT2010","","C:\Users\Ilias\Zotero\storage\UW6UAW4B\papers.html","","","E-Government; Housing & Human Habitats; Population Policies; Governance Indicators; Public Sector Corruption & Anticorruption Measures","","","","","","","","","","","","","","","","","","","ID 2020866","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X3S6G69","report","2011","Dabalen, Andrew; Paul, Saumik","History of Events and Life-Satisfaction in Transition Countries","","","","","https://papers.ssrn.com/abstract=1747429","Using Life in Transition Survey data for 27 transition countries, the findings of this paper suggest that higher life satisfaction is correlated with lesser experience of unpleasant events such as labor market shock or economic distress, mostly in the recent past. Social capital such as trust, participation in civic groups, and financial stability lead to higher satisfaction, whereas lower relative position to a reference group leaves one with lower life satisfaction. The paper also finds substantial regional variation in life satisfaction between European, Balkan, and lower and middle-income Commonwealth of Independent States. Finally, after controlling for various events that took place during the interview and the nature of refusal of the respondents across countries, the authors show that reported life satisfaction is lower if the emotional state is negative during the interview.","2011-01-01","2021-07-06 11:44:33","2021-07-06 11:44:49","2021-07-06 11:44:33","","","","","","","","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","LiT2006","","C:\Users\Ilias\Zotero\storage\ZQDZ66NR\papers.html","","","Inequality; Disease Control & Prevention; Health Monitoring & Evaluation; Labor Policies; Markets and Market Access","","","","","","","","","","","","","","","","","","","ID 1747429","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5D62N66","journalArticle","2020","Amini, Chiara; Douarin, Elodie","Corruption and Life Satisfaction in Transition: Is Corruption a Social Norm in Eastern Europe?","Social Indicators Research","","0303-8300, 1573-0921","10.1007/s11205-020-02389-6","https://link.springer.com/10.1007/s11205-020-02389-6","To explain a so-called “happiness gap” between citizens of Eastern Europe and comparable individuals from other regions, researchers have pointed at low governance quality, and corruption in particular, as a possible cause. However, this explanation seems incompatible with the “broken windows” paradigm, which posit that in high-corruption environment, victims of corruption tend to report a lower psychological cost of victimisation. Our paper contributes to the literature by explicitly tackling this potential contradiction. Our results nuance our understanding of the role of corruption on people’s life satisfaction in Eastern Europe by investigating the extent to which the subjective cost of corruption depends on its pervasiveness. We demonstrate: (1) large individual cost associated with different measures of corruption, (2) a small reduction in these costs for some measures of corruption as it becomes more pervasive and (3) large inequalities in the cost of corruption depending on education and income. Overall, we conclude that, for the population as a whole, there is limited evidence of corruption being a social norm in Eastern Europe, in the sense that pervasiveness does not reduce individual cost.","2020-09","2021-07-06 11:43:54","2021-07-06 11:44:03","2021-07-06 11:43:54","723-766","","2","151","","Soc Indic Res","Corruption and Life Satisfaction in Transition","","","","","","","en","","","","","DOI.org (Crossref)","","LiT2010","","C:\Users\Ilias\Zotero\storage\Z6C2262M\Amini and Douarin - 2020 - Corruption and Life Satisfaction in Transition Is.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HR9NCY6Z","journalArticle","2017","Anderson, John E.","Trust in Government and Willingness to Pay Taxes in Transition Countries","Comparative Economic Studies","","1478-3320","10.1057/s41294-016-0017-x","https://doi.org/10.1057/s41294-016-0017-x","This paper examines citizen trust in government institutions and the effect of trust on willingness to pay taxes for public goods/services in transition countries. Empirical models are estimated to test whether trust in government has a positive effect on WTP for improved public education, improved public health system, combating climate change, and helping the needy. Data are from the European Bank for Reconstruction and Development’s Life in Transition Survey, 2010. Results indicate that trust in government generally has a significant positive effect on WTP for public goods, although differences are found among government institutions and across public goods.","2017-03-01","2021-07-06 11:42:57","2021-07-06 11:43:10","2021-07-06 11:42:57","1-22","","1","59","","Comp Econ Stud","","","","","","","","en","","","","","Springer Link","","LiT2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAM48W3R","report","2017","Hiwatari, Masato; Yamada, Daichi","Notes on Happiness and Trust in Transition Countries: An Empirical Analysis Based on Life in Transition Survey I-III","","","","","https://papers.ssrn.com/abstract=3060098","This paper empirically examines the impact of social trust on life satisfaction in transition countries. By using household-level data from Life in Transition Survey in 2006, 2010, and 2016, we estimate the average treatment effect (ATE) of social trust on life satisfaction level based on the propensity score matching method. From the results of estimations that covered 28 transition countries, we found that in any year, the ATEs are positive and significant, suggesting the positive impact of social trust on life satisfaction. We also found that a major shock caused by the global financial crisis weakened the impact of social trust on SWB in any region, but its magnitudes and the recovery paths are so different across the regions. As for the Central European and Baltic countries which are advanced both in terms of the economic condition and the progress of transition, we found that the impact of social trust on SWB have been decreasing constantly from 2006 to 2016. In Central Asian countries which are least developed and integrated to the Western economy, the impact has recovered largely in 2016.","2017-10-26","2021-07-06 11:41:20","2021-07-06 11:41:30","2021-07-06 11:41:20","","","","","","","Notes on Happiness and Trust in Transition Countries","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","LiT2016","","C:\Users\Ilias\Zotero\storage\C89RYA64\papers.html","","","Happiness; Social Trust; Subjective Well-Being; Transition Countries","","","","","","","","","","","","","","","","","","","ID 3060098","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC2TS733","journalArticle","2020","Korosteleva, Julia; Stępień-Baig, Paulina","Climbing the poverty ladder: the role of entrepreneurship and gender in alleviating poverty in transition economies","Entrepreneurship & Regional Development","","0898-5626","10.1080/08985626.2019.1640482","https://doi.org/10.1080/08985626.2019.1640482","Poverty reduction remains a critical issue for a vast proportion of the population globally. Substantial body of literature on poverty reduction has focused on the role played by government support and charity institutions, whereas entrepreneurship as a channel for poverty reduction, and the role of gender in shaping this relationship have been under-researched, especially in the context of transition economies. Using the recent wave of the EBRD Life in Transition Survey III (2016) data, this study explores the relationship between poverty alleviation, entrepreneurship and gender. We extend the understanding of the mechanism via which entrepreneurial process is likely to contribute to poverty reduction in this region, distinguishing between self-employment and business ownership, with the latter regarded as Schumpeterian entrepreneurship. The study provides some interesting findings shedding light on the important role women play in shaping the entrepreneurship-poverty relationship.","2020-01-01","2021-07-06 11:40:37","2021-07-06 11:40:55","2021-07-06 11:40:37","197-220","","1-2","32","","","Climbing the poverty ladder","","","","","","","","","","","","Taylor and Francis+NEJM","","LiT2016","","C:\Users\Ilias\Zotero\storage\B7EXYCDI\Korosteleva and Stępień-Baig - 2020 - Climbing the poverty ladder the role of entrepren.pdf; C:\Users\Ilias\Zotero\storage\MVYBWBWH\08985626.2019.html","","","entrepreneurship; transition economies; gender; Income-poverty ladder; infrastructure; objective poverty; subjective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZVV3G4X","report","2019","Aktakke, Nazli; Aran, Meltem A.; Munoz Boudet, Ana Maria","Gender Relations in Europe and Central Asia: Results from the Life in Transition Survey III","","","","","https://papers.ssrn.com/abstract=3426165","This report presents a detailed gender analysis of the Life in Transition Survey III (LITS III), conducted in 2015-2016 in 34 countries of the Europe and Central Asia region. LITS is a unique dataset as it covers for the first time issues related to asset ownership, care need in the household and gender norms. In addition, in a subset of the households that participated information was collected for both men and women allowing an analysis of gender intra-household dynamics. In total, over 51,000 respondents were covered in the survey. The results indicate that while gender relations, views, and women’s access and use of some opportunities have transitioned to more egalitarian ones, women still face challenges to fully participate in economic activity and have an equal say in household decision-making. Across all countries, women’s employment appears to be a main driver of greater quality across the domains analysed in the report.","2019-04-12","2021-07-06 11:40:01","2021-07-06 11:40:17","2021-07-06 11:40:01","","","","","","","Gender Relations in Europe and Central Asia","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","LiT2016","","C:\Users\Ilias\Zotero\storage\2HVELDAC\papers.html","","","asset ownership; care responsibilities; Europe and Central Asia; gender relations","","","","","","","","","","","","","","","","","","","ID 3426165","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXAEQXAR","journalArticle","2014","Dumludag, Devrim","Satisfaction and comparison income in transition and developed economies","International Review of Economics","","1863-4613","10.1007/s12232-014-0201-0","https://doi.org/10.1007/s12232-014-0201-0","The main purpose of this paper is to evaluate the impact of different types of income comparison on subjective well-being in transition countries and developed European countries. The paper relies on the Life in Transition Survey (European Bank for Reconstruction and Development 2011), which was conducted in late 2010 jointly by the European Bank for Reconstruction and Development and the World Bank. The emphasis of the paper is on income comparisons, specifically; local comparisons and self-ranking. The main findings reveal that comparisons have a significant impact on life satisfaction in transition countries, whereas the relationship between comparison and life satisfaction is ambiguous in developed European countries. In transition countries, the impact of comparisons is asymmetric: in most cases, under-performing one’s benchmark has a greater effect than out-performing it. In transition countries, both downward and upward evaluations have an impact on life satisfaction, while it is worthy of note that all upward evaluations have no effect on life satisfaction in developed European countries.","2014-06-01","2021-07-06 11:39:03","2021-07-06 11:39:14","2021-07-06 11:39:03","127-152","","2","61","","Int Rev Econ","","","","","","","","en","","","","","Springer Link","","LiT2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5L4WJEU","document","2008","Paul, Saumik; Ranzani, Marco; Bank, World; Bank, World","Happiness in Transition Countries Preliminary version","","","","","","Since 1999, rapid growth in transition countries of Europe and Central Asia Region (ECA), driven primarily by productivity gains, has led to a dramatic increase in living standards and a sharp reduction in poverty. Out of a total regional population of about 475 million, about 50 million have moved out of poverty over 1998-99 and 2005-06. Gender issues related to these economic outcomes have not been widely studied in the transition countries of the ECA Region though some important pieces of research have indeed been undertaken in recent years. In this paper we use the Life in Transition Survey (LiTS) dataset, a joint initiative of the European Bank for Reconstruction and Development (EBRD) and the World Bank, covering all the transition countries in the ECA Region. Using a multivariate regression method, we get findings in line with the literature for standard covariates, and interesting transition countries-specific results. Social capital and perceived change in social capital after the start of the transition is correlated with life satisfaction as well as preference for market economy and democracy make people happier after the transition. We also perform some sensitivity analysis which confirms general findings and unveils some country groups and gender specificities.","2008","2021-07-06 11:24:29","2021-07-06 11:24:48","","","","","","","","","","","","","","","","","","","","CiteSeer","","LiT2006","","C:\Users\Ilias\Zotero\storage\TXN4I52U\Paul et al. - 2008 - Happiness in Transition Countries Preliminary vers.pdf; C:\Users\Ilias\Zotero\storage\4JHFATK8\summary.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
