Country,Survey_name,Short_name,Year_of_collection,Type_of_study,Main_unit_of_observation,Other_units,Sample_size,Survey_coverage,Main_data_producer,Other_data_producers,Funders,Study_weblink,Company_that_collected_data,Mode_of_data_collection,Type_of_data,Primary_data_available,For_free,Data_weblink,Publication_and_other_links,Survey_description
Tajikistan,Enterprise Survey,ES,2002,enterprise survey,enterprise,,176,national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/368,Synovate,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"Firm-level surveys have been conducted since 1998 by different units within the World Bank. This survey is part of the second round of the Business Environment and Enterprise Performance Survey (BEEPS II), a joint initiative of the World Bank Group (""WB"") and the European Bank for Reconstruction and Development (""EBRD"")"
Tajikistan,Business Environment and Enterprise Performance Survey,BEEPS,2003,enterprise survey,enterprise,,107,national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/611,Synovate,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"Firm-level surveys have been conducted since 1998 by different units within the World Bank. The Business Environment and Enterprise Performance Survey (BEEPS) is a joint initiative of the World Bank Group (""WB"") and the European Bank for Reconstruction and Development (""EBRD"")."
Tajikistan,Enterprise Survey,ES,2005,enterprise survey,enterprise,,200,national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/324,Synovate,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"Firm-level surveys have been conducted since 1998 by different units within the World Bank. This survey is part of the third round of the Business Environment and Enterprise Performance Survey (BEEPS III), a joint initiative of the World Bank Group (""WB"") and the European Bank for Reconstruction and Development (""EBRD"")."
Tajikistan,Enterprise Survey,ES,2008,enterprise survey,enterprise,,360,national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/325,Zerkalo,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"Firm-level surveys have been conducted since 1998 by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit. This survey is part of the fourth round of the Business Environment and Enterprise Performance Survey (BEEPS IV), a joint initiative of the World Bank Group (""WB"") and the European Bank for Reconstruction and Development (""EBRD"")."
Tajikistan,Enterprise Survey,ES,2013,enterprise survey,enterprise,,359,national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/2036,IPSOS,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"The Enterprise Survey is a firm-level survey of a representative sample of an economy's private sector. Firm-level surveys have been conducted since 1998 by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit. The Enterprise Surveys are conducted across all geographic regions and cover small, medium, and large companies."
Tajikistan,Enterprise Survey,ES,2019,enterprise survey,enterprise,,352,national,World Bank,"EBRD, EIB","World Bank, EBRD, EIB",https://microdata.worldbank.org/index.php/catalog/3722,,PAPI,cross-sectional,Yes,Yes,https://www.enterprisesurveys.org/Portal,,"An Enterprise Survey (ES) is a firm-level survey of a representative sample of an economy's private sector. Firm-level surveys have been conducted since 1998 by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit (FPDEA). The Enterprise Surveys are conducted across all geographic regions and cover small, medium, and large companies."
Tajikistan,Demographic and Health Survey,DHS,2012,household survey,household,individual,"6,674",national,State Statistical Agency,"MoH, ICF","USAID, UNFPA",https://microdata.worldbank.org/index.php/catalog/1793,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,http://dhsprogram.com/data/available-datasets.cfm,,"Demographic and Health Surveys (DHS) are nationally-representative household surveys that provide data for a wide range of monitoring and impact evaluation indicators in the areas of population, health, and nutrition."
Tajikistan,Demographic and Health Survey,DHS,2017,household survey,household,individual,"8,064",national,State Statistical Agency,"MoH, ICF","USAID, UNFPA, UNICEF, GovTJK",https://microdata.worldbank.org/index.php/catalog/3394,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,http://dhsprogram.com/data/available-datasets.cfm,,"The 2017 Tajikistan Demographic and Health Survey (TjDHS) is the second DHS survey conducted in Tajikistan, following the 2012 survey. A nationally representative sample of approximately 8,052 households was selected for the 2017 TjDHS from 366 clusters."
Tajikistan,Multiple Indicator Cluster Survey,MICS,2000,household survey,household,individual,"3,720",national,State Statistical Agency,,UNICEF,https://microdata.worldbank.org/index.php/catalog/716,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,http://www.childinfo.org/mics2_datasets.html,,"The 2000 Tajikistan Multiple Indicator Cluster Survey (MICS) is a nationally representative survey of households, women, and children. 
"
Tajikistan,Multiple Indicator Cluster Survey,MICS,2005,household survey,household,individual,"6,960",national,State Statistical Agency,,"USAID, UNFPA, UNICEF, OECD",https://microdata.worldbank.org/index.php/catalog/28,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,http://www.childinfo.org/mics3_surveys.html,,The Multiple Indicator Cluster Survey (MICS) is a household survey programme developed by UNICEF to assist countries in filling data gaps for monitoring human development in general and the situation of children and women in particular.
Tajikistan,Central Asia Barometer Survey Wave 1,CAB,2017,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-1,CAB,CATI,cross-sectional,Yes,Yes,https://ca-barometer.org/en/cab-database/central-asia-barometer-survey-wave-1,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 2,CAB,2017,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-2,CAB,CATI,cross-sectional,Yes,Yes,https://ca-barometer.org/en/cab-database/central-asia-barometer-survey-wave-2,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 3,CAB,2018,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-3,CAB,CATI,cross-sectional,Yes,Yes,https://ca-barometer.org/en/cab-database/central-asia-barometer-survey-wave-3,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 4,CAB,2018,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-4,CAB,CATI,cross-sectional,Yes,Yes,https://ca-barometer.org/en/cab-database/central-asia-barometer-survey-wave-4,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 5,CAB,2019,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-5,CAB,CATI,cross-sectional,Yes,No,https://ca-barometer.org/en/buy-survey-data/central-asia-barometer-survey-wave-5,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 6,CAB,2019,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-6,CAB,CATI,cross-sectional,Yes,No,https://ca-barometer.org/en/buy-survey-data/central-asia-barometer-survey-wave-6,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 7,CAB,2020,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-7,CAB,CATI,cross-sectional,Yes,No,https://ca-barometer.org/en/buy-survey-data/central-asia-barometer-survey-wave-7,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,Central Asia Barometer Survey Wave 8,CAB,2020,individual survey,individual,,"1,500",national,CAB,,,https://ca-barometer.org/en/projects/central-asia-barometer-survey-wave-8,CAB,CATI,cross-sectional,Yes,No,https://ca-barometer.org/en/buy-survey-data/central-asia-barometer-survey-wave-8,,"The goal of this project was to obtain a reliable understanding of public opinion in several countries. The survey included questions about the political and economic situation in each country, attitudes towards the government, relations between ethnic groups, opinions on political leaders, opinions on other countries, and media usage."
Tajikistan,"Jobs, Skills, and Migration Survey",JSM,2013,individual survey,individual,household,"6,300",national,World Bank,GIZ,BNPP,https://microdata.worldbank.org/index.php/catalog/2813,Zerkalo,PAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/2813/get-microdata,,"The purpose of the survey was to collect data on employment, migration, cognitive and non-cognitive skills as well as consumption. Conducted from July to September 2013, the survey collected comprehensive information not typically captured by traditional household surveys."
Tajikistan,Health Results Based Financing Impact Evaluation,HRBFI,2014,household survey,household,enterprise,367,"Sughd, Khalton regions",World Bank,,Health Results Innovation Trust Fund,https://microdata.worldbank.org/index.php/catalog/2799,,CAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/2799/get-microdata,,The Health Results Innovation Trust Fund (HRITF) launched in 2007. It supports results-based financing (RBF) approaches in the health sector to improve maternal and child health around the world.
Tajikistan,Health Results Based Financing Impact Evaluation,HRBFI,2015,household survey,household,,"4,320","Sughd, Khalton regions",World Bank,,Health Results Innovation Trust Fund,https://microdata.worldbank.org/index.php/catalog/2798,Zerkalo,CAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/2798/get-microdata,,The Health Results Innovation Trust Fund (HRITF) launched in 2007. It supports results-based financing (RBF) approaches in the health sector to improve maternal and child health around the world.
Tajikistan,Health Results Based Financing Impact Evaluation,HRBFI,2018,household survey,household,enterprise,"10,599","Sughd, Khalton regions",World Bank,,Health Results Innovation Trust Fund,https://microdata.worldbank.org/index.php/catalog/3541,Zerkalo,CAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/3541/get-microdata,,The Health Results Innovation Trust Fund (HRITF) launched in 2007. It supports results-based financing (RBF) approaches in the health sector to improve maternal and child health around the world.
Tajikistan,Living Standards Survey,LSS,1999,household survey,household,individual,"2,000",national,State Statistical Agency,World Bank,,https://microdata.worldbank.org/index.php/catalog/279,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/279/get-microdata,,"The Tajik Living Standards Survey (TLSS) was conducted jointly by the State Statistical Agency and the Center for Strategic Studies under the Office of the President in collaboration with the sponsors, the United Nations Development Programme (UNDP) and the World Bank (WB)."
Tajikistan,Living Standards Survey,LSS,2003,household survey,household,individual,"4,156",national,State Statistical Agency,"World Bank, DFID",,https://microdata.worldbank.org/index.php/catalog/278,State Statistical Agency,PAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/278/get-microdata,,The principal objective of this survey is to collect basic data reflecting the actual living conditions of the population in Tajikistan. These data will then be used for evaluating socio-economic development and formulating policies to improve living conditions.
Tajikistan,Living Standards Survey,LSS,2007,household survey,household,individual,"4,860",national,State Statistical Agency,,,https://microdata.worldbank.org/index.php/catalog/72,State Statistical Agency,PAPI,panel,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/72/get-microdata,,"Four Living Standards Measurement Study surveys had been conducted in Tajikistan. The first was conducted in 1999, the second was conducted in 2003. The 2007 is the third one, and 2009 is the fourth one. The 2007 TLSS and the 2009 TLSS form a panel survey."
Tajikistan,Living Standards Survey,LSS,2009,household survey,household,individual,"1,500",national,State Statistical Agency,,,https://microdata.worldbank.org/index.php/catalog/73,State Statistical Agency,PAPI,panel,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/73/get-microdata,,"Three Living Standards Measurement Study surveys had been conducted in Tajikistan. The first was conducted in 1999, the second in 2003, and the third survey was conducted in 2007. This is the fourth Living Standards Survey and panel with 2007."
Tajikistan,"Survey of Water, Sanitation, and Hygiene for Households and Schools
",SWSH,2017,household survey,household,schools,"3,000",national,World Bank,,World Bank,https://microdata.worldbank.org/index.php/catalog/2985,Zerkalo,CAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/2985/get-microdata,,"This study provides Microdata for household and school surveys collected to support the 2017 Poverty Diagnostic of the Drinking Water, Sanitation and Hygiene (WASH) Sector"
Tajikistan,Survey of Conflict Prevention and Cooperation,SCPC,2004,individual survey,individual,,"1,500",national,World Bank,Brookings Institution,,https://microdata.worldbank.org/index.php/catalog/4,,PAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/4/get-microdata,,"The project uses public opinion polling to gather and then analyze a sample that represents the entire population of each of four different countries of Central Asia: Kazakhstan, Kyrgyzstan, Tajikistan, and Uzbekistan."
Tajikistan,Life in Transition Survey I,LiT,2006,individual survey,individual,,"1,000",national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/584,,PAPI,cross-sectional,Yes,Yes,http://www.ebrd.com/what-we-do/economic-research-and-data/data/lits.html,,"In 2006 the EBRD, in collaboration with the World Bank, carried out a survey of 29,000 individuals across 29 countries to assess public attitudes, well-being and the impact of economic and political change."
Tajikistan,Life in Transition Survey II,LiT,2010,individual survey,individual,household,"1,000",national,World Bank,EBRD,"World Bank, EBRD",https://microdata.worldbank.org/index.php/catalog/1533,Ipsos MORI,PAPI,cross-sectional,Yes,Yes,https://microdata.worldbank.org/index.php/catalog/1533/get-microdata,,"The Life in Transition survey II, conducted jointly by the European Bank for Reconstruction and Development and the World Bank in late 2010, surveyed almost 39,000 households in 34 countries to assess public attitudes, well-being and the impacts of economic and political change."
Tajikistan,Life in Transition Survey III,LiT,2016,individual survey,individual,household,"1,000",national,World Bank,EBRD,"World Bank, EBRD",https://www.ebrd.com/publications/life-in-transition-iii,,,cross-sectional,Yes,Yes,https://www.ebrd.com/publications/life-in-transition-iii,,"The LiTS is a combined household and attitudinal survey that 
collects information on the socio-economic status of respondents 
and includes perception-based questions on various economic, 
political and social topics."
Tajikistan,Household Budget Survey,HBS,2004,household survey,household,individual,"5,340",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/8741,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2010,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/3544,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2012,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/8747,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2013,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/8748,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2014,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/8749,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2015,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/7737,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Household Budget Survey,HBS,2016,household survey,household,individual,"3,000",national,State Statistical Agency,World Bank,State Statistical Agency,https://catalog.ihsn.org/catalog/7345,State Statistical Agency,PAPI,cross-sectional,No,,,,"The Tajikistan Household Budget Survey (HBS) is intended to reflect aspects of life of households (families), the main sources of their income with the division on labor income and other income."
Tajikistan,Rural Vulnerability and Resilience Study,RVRS,2011,household survey,household,,"1,800",national,World Bank,"USAID, DFID","World Bank, USAID, DFID",https://catalog.ihsn.org/catalog/8738,Zerkalo,PAPI,cross-sectional,No,,,,Tajikistan Rural Vulnerability and Resilience Study (RVRS) 2011 examines the impact of operational efforts in farmland restructuring and sustainable agricultural land management on rural households.
Tajikistan,Labor Force Survey,LFS,2004,individual survey,individual,,"16,712",national,State Statistical Agency,World Bank,World Bank,https://catalog.ihsn.org//catalog/3982,,PAPI,cross-sectional,No,,,,"The first large-scale Labor Force Survey (LFS) was conducted in Tajikistan in 2004. The survey was carried out by the Statistical Agency under President of the Republic of Tajikistan with the support of the World Bank under the project ""Strengthening of the national statistical system of the Republic of Tajikistan."""
Tajikistan,Labor Force Survey,LFS,2009,individual survey,individual,,"17,177",national,State Statistical Agency,World Bank,World Bank,https://catalog.ihsn.org//catalog/3543,,PAPI,cross-sectional,No,,,,"The first large-scale Labour Force Survey (LFS) was conducted in Tajikistan in 2004. The second one was implemented in June and July 2009. The survey was carried out by the Statistical Agency under President of the Republic of Tajikistan with the support of the World Bank under the project ""Strengthening of the national statistical system of the Republic of Tajikistan."""
Tajikistan,Global School-based Student Health Survey,GSSHS,2006,individual survey,individual,,"9,714",national,"Ministry of Education, Ministry of Health","WHO, CDC","WHO, CDC",https://catalog.ihsn.org/catalog/3933,Ministry of Education,PAPI,cross-sectional,Yes,Yes,http://www.who.int/chp/gshs/tajikistandataset/en/index.html,,"The 2006 Tajikistan GSHS measured alcohol and other drug use; sexual behaviours that contribute to HIV infections, other STIs, and unintended pregnancies; unintentional injuries and violence; tobacco use; and mental health."
Tajikistan,Public Expenditure Tracking Survey in Health,PETS-H,2006,individual survey,individual,health facilities,"1,282",national,"Ministry of Finance, Ministry of Health","Executive Office of the President, World Bank",DFID,https://catalog.ihsn.org/catalog/1025,Zerkalo,PAPI,cross-sectional,No,,,,A Public Expenditure Tracking Survey (PETS) is a diagnostic tool used to study the flow of public funds from the center to service providers. It has successfully been applied in many countries around the world where public accounting systems function poorly or provide unreliable information.
Tajikistan,Public Expenditure Tracking Survey in Education,PETS-E,2008,individual survey,individual,schools,792,national,"Ministry of Finance, Ministry of Education","Executive Office of the President, World Bank",DFID,https://openknowledge.worldbank.org/bitstream/handle/10986/7879/432800ESW0vol110Box334099B01PUBLIC1.pdf?sequence=1&isAllowed=y,Zerkalo,PAPI,cross-sectional,No,,,,Public Expenditure Tracking Surveys have been conducted in many countries in the past decade and in a few cases have exposed largescale leakage of funds.
Tajikistan,Food Insecurity Experience Scale,FIES,2014,individual survey,individual,,,national,FAO Statistics Division,,,https://catalog.ihsn.org/catalog/9332,,PAPI,cross-sectional,No,,,,"The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed: 1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), 2. The proportion of the population experiencing severe food insecurity."
Tajikistan,Food Insecurity Experience Scale,FIES,2015,individual survey,individual,,,national,FAO Statistics Division,,,https://catalog.ihsn.org/catalog/9311,,PAPI,cross-sectional,No,,,,"The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed: 1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), 2. The proportion of the population experiencing severe food insecurity."
Tajikistan,Food Insecurity Experience Scale,FIES,2016,individual survey,individual,,,national,FAO Statistics Division,,,https://catalog.ihsn.org/catalog/9289,,PAPI,cross-sectional,No,,,,"The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed: 1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), 2. The proportion of the population experiencing severe food insecurity."
Tajikistan,Food Insecurity Experience Scale,FIES,2017,individual survey,individual,,,national,FAO Statistics Division,,,https://catalog.ihsn.org/catalog/9325,,PAPI,cross-sectional,No,,,,"The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed: 1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), 2. The proportion of the population experiencing severe food insecurity."
Tajikistan,Food Insecurity Experience Scale,FIES,2018,individual survey,individual,,,national,FAO Statistics Division,,,https://catalog.ihsn.org/catalog/9320,,PAPI,cross-sectional,No,,,,"The FIES-based indicators are compiled using the FIES survey module, containing 8 questions. Two indicators can be computed: 1. The proportion of the population experiencing moderate or severe food insecurity (SDG indicator 2.1.2), 2. The proportion of the population experiencing severe food insecurity."
Tajikistan,Listening to Tajikistan,L2TJK,2015,household survey,household,,800,national,World Bank,EBRD,World Bank,http://documents1.worldbank.org/curated/en/624621538136672723/pdf/130293-WP-PUBLIC-ListeningtoTajikistanHouseholdSurvey.pdf,,TAPI,panel,No,,,,"L2TJK provides timely data on sources of income, employment, vulnerabilities, and household responses to risk and deprivation. Based on a comprehensive face-to-face survey conducted in March 2015, L2TJK enables a focus on vulnerable groups and the bottom 40."
Tajikistan,Listening to Tajikistan,L2TJK,2016,household survey,household,,800,national,World Bank,EBRD,World Bank,http://documents1.worldbank.org/curated/en/624621538136672723/pdf/130293-WP-PUBLIC-ListeningtoTajikistanHouseholdSurvey.pdf,,TAPI,panel,No,,,,"L2TJK provides timely data on sources of income, employment, vulnerabilities, and household responses to risk and deprivation. Based on a comprehensive face-to-face survey conducted in March 2015, L2TJK enables a focus on vulnerable groups and the bottom 40."
Tajikistan,Listening to Tajikistan,L2TJK,2017,household survey,household,,800,national,World Bank,EBRD,World Bank,http://documents1.worldbank.org/curated/en/624621538136672723/pdf/130293-WP-PUBLIC-ListeningtoTajikistanHouseholdSurvey.pdf,,TAPI,panel,No,,,,"L2TJK provides timely data on sources of income, employment, vulnerabilities, and household responses to risk and deprivation. Based on a comprehensive face-to-face survey conducted in March 2015, L2TJK enables a focus on vulnerable groups and the bottom 40."
Tajikistan,Migration and Skills in Tajikistan,MST,2009,individual survey,individual,,"2,000",national,European Training Foundation,Ministry of Labour and Social Protection,,https://www.etf.europa.eu/en/publications-and-resources/publications/migration-survey-migration-and-skills-tajikistan,Socservice Information and Research Centre,PAPI,cross-sectional,No,,,,"This report presents the key findings of the field survey of migration and skills in Tajikistan which was conducted in 2008/09 with 2,000 respondents. The report includes data on issues such as migration flows, potential and returning migrants, factors that determine migration, and migration benefits."
Tajikistan,Business environment in Tajikistan as seen by small and medium enterprises,BET,2005,enterprise survey,enterprise,,"2,500",national,IFC,"SECO, DFID",IFC,https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/875701468173954834/business-environment-in-tajikistan-as-seen-by-small-and-medium-enterprises-2006,,PAPI,cross-sectional,Yes,Yes,http://documents1.worldbank.org/curated/en/875701468173954834/pdf/408400TJ0Business0Survey1200601PUBLIC1.pdf,,"This report is a follow-up to the first survey of the business environment in Tajikistan conducted by IFC in 2003. It collects and analyzes the views of a representative sample of 2,500 Tajik entrepreneurs on a number of administrative procedures which they encounter either in establishing or running their businesses in 2005."
Tajikistan,Tajikistan: Borrowing by Individuals,TBI,2013,individual survey,individual,,"4,000",national,IFC,SECO,,https://www.ifc.org/wps/wcm/connect/0ad42475-ffd3-481b-90b7-e2f81ff5b9e6/TJ+Survey+Report_2014.pdf?MOD=AJPERES&CVID=lBRcmw0,,PAPI,cross-sectional,No,,,,"A survey was undertaken in September / October 2013 to gain insights into the experience of borrowing by individuals in Tajikistan. A core objective of the survey was to gain greater insights into the extent, and impact, of overindebtedness amongst borrowers."
Tajikistan,Central Asia Longitudinal Inclusive Society Survey,CALISS,2013,individual survey,individual,,"2,000",national,World Bank,,,https://openknowledge.worldbank.org/bitstream/handle/10986/18732/888370ESW0whit0n0Energy0Deprivation.pdf;sequence=1,,,,,,,,"Quantitative household data were collected through a regional household survey referred to as the 2013 Central Asia Longitudinal Inclusive Society Survey (CALISS). In Tajikistan the survey covered a nationally representative sample of 2,000 respondents, supplemented with a booster sample of 1,300 respondents in Dushanbe."
Tajikistan,Social Exclusion Survey,SES,,,,,,,UNDP,,,,,,,,,,,
Tajikistan,Tajikistan Household Panel Survey,THPS,2011,household survey,household,,"1,503",national,Institute for East- and Southeast European Studies,,,https://www.ios-regensburg.de/fileadmin/doc/VW_Project/Booklet-TJ-web.pdf,SHARQ Research Center,PAPI,panel,No,,,,"The aim of this survey was to re-interview households surveyed in the Tajikistan Living Standards Measurement Survey (TLSS) in 2007 and 2009, which was administered by the World Bank and UNICEF, thereby generating a unique panel data base on migration and remittances in a developing country"
